8721.9,-12563.4,8724.0,-12566.3,8726.08,-12569.2,8728.27,-12572.2
8726.43,-12560.1,8728.52,-12563.0,8730.58,-12565.9,8732.77,-12569.0
8730.96,-12556.9,8733.03,-12559.8,8735.09,-12562.7,8737.27,-12565.7
8735.49,-12553.7,8737.56,-12556.6,8739.6,-12559.5,8741.78,-12562.5
8738.6,-12551.2,8740.72,-12554.1,8742.85,-12557.1,8745.1,-12560.2
8743.13,-12548.0,8745.24,-12550.9,8747.36,-12553.8,8749.6,-12556.9
8747.66,-12544.8,8749.76,-12547.7,8751.86,-12550.6,8754.1,-12553.7
8752.2,-12541.6,8754.29,-12544.5,8756.37,-12547.3,8758.6,-12550.4
8755.8,-12538.8,8757.93,-12541.7,8760.05,-12544.6,8762.29,-12547.7
8760.34,-12535.6,8762.45,-12538.5,8764.55,-12541.4,8766.78,-12544.5
8764.87,-12532.4,8766.98,-12535.3,8769.05,-12538.1,8771.27,-12541.2
8769.41,-12529.2,8771.5,-12532.1,8773.56,-12534.9,8775.76,-12538.0
8772.79,-12526.4,8774.93,-12529.4,8777.06,-12532.4,8779.31,-12535.5
8777.31,-12523.2,8779.44,-12526.2,8781.56,-12529.1,8783.83,-12532.3
8781.85,-12520.0,8783.96,-12523.0,8786.07,-12525.9,8788.34,-12529.1
8786.38,-12516.8,8788.49,-12519.7,8790.58,-12522.7,8792.85,-12525.8
8790.08,-12513.9,8792.23,-12516.9,8794.36,-12519.9,8796.61,-12523.0
8794.61,-12510.7,8796.74,-12513.7,8798.86,-12516.6,8801.1,-12519.8
8799.14,-12507.5,8801.27,-12510.5,8803.36,-12513.4,8805.59,-12516.5
8803.68,-12504.3,8805.79,-12507.2,8807.86,-12510.1,8810.08,-12513.2
8807.43,-12501.3,8809.6,-12504.3,8811.76,-12507.3,8814.06,-12510.4
8811.96,-12498.1,8814.11,-12501.1,8816.26,-12504.0,8818.56,-12507.2
8816.48,-12494.9,8818.63,-12497.8,8820.76,-12500.8,8823.07,-12504.0
8821.01,-12491.7,8823.15,-12494.6,8825.27,-12497.5,8827.58,-12500.7
8825.03,-12488.6,8827.16,-12491.6,8829.32,-12494.6,8831.64,-12497.8
8829.55,-12485.4,8831.67,-12488.3,8833.83,-12491.3,8836.15,-12494.5
8834.08,-12482.2,8836.19,-12485.1,8838.33,-12488.1,8840.66,-12491.3
8838.61,-12479.0,8840.71,-12481.9,8842.83,-12484.8,8845.16,-12488.0
8842.7,-12475.8,8844.82,-12478.8,8846.99,-12481.8,8849.32,-12485.0
8847.23,-12472.6,8849.34,-12475.5,8851.49,-12478.5,8853.82,-12481.8
8851.75,-12469.4,8853.86,-12472.3,8855.99,-12475.3,8858.32,-12478.5
8856.28,-12466.2,8858.38,-12469.1,8860.5,-12472.0,8862.82,-12475.3
8860.79,-12462.7,8862.91,-12465.7,8865.09,-12468.7,8867.41,-12471.9
8865.31,-12459.5,8867.42,-12462.4,8869.59,-12465.4,8871.91,-12468.6
8869.84,-12456.3,8871.93,-12459.2,8874.09,-12462.2,8876.41,-12465.4
8874.36,-12453.1,8876.45,-12456.0,8878.59,-12458.9,8880.91,-12462.1
8879.26,-12449.3,8881.4,-12452.2,8883.6,-12455.3,8885.92,-12458.5
8883.77,-12446.0,8885.92,-12449.0,8888.11,-12452.1,8890.43,-12455.3
8888.29,-12442.8,8890.43,-12445.8,8892.61,-12448.8,8894.94,-12452.1
8892.81,-12439.6,8894.96,-12442.6,8897.12,-12445.6,8899.45,-12448.8
8898.23,-12435.5,8900.38,-12438.5,8902.58,-12441.6,8904.89,-12444.8
8902.73,-12432.3,8904.9,-12435.3,8907.09,-12438.4,8909.41,-12441.6
8907.24,-12429.1,8909.43,-12432.1,8911.61,-12435.2,8913.94,-12438.4
8911.75,-12425.8,8913.95,-12428.9,8916.12,-12431.9,8918.47,-12435.2
8917.59,-12421.6,8919.74,-12424.6,8921.95,-12427.6,8924.26,-12430.8
8922.12,-12418.4,8924.25,-12421.3,8926.45,-12424.4,8928.74,-12427.6
8926.66,-12415.2,8928.76,-12418.1,8930.95,-12421.1,8933.22,-12424.3
8931.19,-12412.0,8933.28,-12414.9,8935.45,-12417.9,8937.7,-12421.0
8937.44,-12407.2,8939.6,-12410.1,8941.83,-12413.2,8944.16,-12416.4
8941.96,-12403.9,8944.11,-12406.9,8946.33,-12410.0,8948.63,-12413.1
8946.47,-12400.7,8948.63,-12403.7,8950.83,-12406.7,8953.1,-12409.8
8950.99,-12397.5,8953.15,-12400.5,8955.33,-12403.5,8957.57,-12406.5
8955.52,-12394.3,8957.67,-12397.2,8959.82,-12400.2,8962.04,-12403.3
8958.05,-12392.3,8960.2,-12395.2,8962.44,-12398.3,8962.04,-12403.3
8962.58,-12389.1,8964.72,-12392.0,8966.94,-12395.1,8962.04,-12403.3
8967.1,-12385.9,8969.24,-12388.8,8971.44,-12391.8,8962.04,-12403.3
8971.63,-12382.7,8973.76,-12385.6,8975.94,-12388.6,8962.04,-12403.3
8978.21,-12377.7,8980.37,-12380.7,8982.6,-12383.7,8962.04,-12403.3
8982.73,-12374.5,8984.89,-12377.5,8987.1,-12380.5,8962.04,-12403.3
8987.26,-12371.3,8989.41,-12374.2,8991.61,-12377.3,8962.04,-12403.3
8991.79,-12368.1,8993.93,-12371.0,8996.11,-12374.0,8962.04,-12403.3
8998.38,-12363.2,9000.53,-12366.1,9002.78,-12369.2,8962.04,-12403.3
9002.91,-12360.0,9005.05,-12362.9,9007.27,-12366.0,8962.04,-12403.3
9007.45,-12356.8,9009.57,-12359.7,9011.76,-12362.7,8962.04,-12403.3
9011.98,-12353.6,9014.1,-12356.5,9016.26,-12359.4,8964.86,-12401.6
9016.52,-12350.4,9018.63,-12353.3,9023.01,-12354.6,8969.32,-12398.3
9018.64,-12348.5,9020.8,-12351.5,9027.52,-12351.3,8973.78,-12395.0
9023.15,-12345.3,9025.32,-12348.3,9032.02,-12348.1,8978.24,-12391.7
9027.67,-12342.1,9029.83,-12345.1,9036.53,-12344.9,8984.89,-12386.9
9032.19,-12338.9,9034.35,-12341.8,9042.83,-12340.2,8989.37,-12383.6
9038.55,-12334.2,9040.7,-12337.2,9047.33,-12336.9,8993.85,-12380.3
9043.08,-12331.0,9045.22,-12334.0,9051.83,-12333.7,8998.34,-12377.1
9047.61,-12327.8,9049.74,-12330.8,9056.34,-12330.4,9005.05,-12372.4
9052.15,-12324.6,9054.27,-12327.6,9063.0,-12325.6,9009.54,-12369.1
9056.68,-12321.4,9060.95,-12322.6,9067.5,-12322.4,9014.02,-12365.8
9058.88,-12319.7,9065.47,-12319.4,9072.01,-12319.1,9018.5,-12362.5
9063.42,-12316.5,9070.0,-12316.2,9076.52,-12315.9,9022.99,-12359.3
9067.97,-12313.3,9074.53,-12313.0,9082.91,-12311.2,9025.29,-12357.7
9072.52,-12310.1,9080.89,-12308.3,9087.42,-12308.0,9029.79,-12354.5
9078.84,-12305.2,9085.41,-12305.0,9091.93,-12304.8,9034.3,-12351.2
9083.36,-12302.0,9089.94,-12301.8,9096.44,-12301.5,9038.81,-12348.0
9087.89,-12298.8,9094.46,-12298.6,9102.5,-12297.1,9045.07,-12343.3
9092.42,-12295.6,9100.53,-12294.1,9107.01,-12293.8,9049.56,-12340.0
9098.52,-12291.1,9105.05,-12290.9,9111.52,-12290.6,9054.05,-12336.8
9103.06,-12287.9,9109.58,-12287.7,9116.03,-12287.4,9058.55,-12333.5
9107.59,-12284.7,9114.11,-12284.5,9124.33,-12286.3,9065.19,-12328.7
9112.13,-12281.5,9122.13,-12283.1,9128.86,-12283.1,9069.68,-12325.5
9120.05,-12280.0,9126.64,-12279.8,9133.39,-12279.9,9074.17,-12322.2
9124.53,-12276.7,9131.15,-12276.6,9137.92,-12276.7,9078.67,-12319.0
9129.02,-12273.4,9135.66,-12273.3,9142.71,-12272.9,9085.05,-12314.4
9133.5,-12270.1,9140.46,-12269.7,9147.21,-12269.7,9089.55,-12311.1
9138.4,-12266.7,9144.96,-12266.4,9151.71,-12266.4,9094.05,-12307.9
9142.91,-12263.4,9149.47,-12263.2,9156.21,-12263.2,9098.55,-12304.6
9147.43,-12260.2,9153.98,-12259.9,9161.68,-12259.1,9104.67,-12300.3
9151.94,-12257.0,9159.44,-12255.9,9166.18,-12255.8,9109.18,-12297.1
9157.38,-12253.0,9163.94,-12252.7,9170.68,-12252.6,9113.7,-12293.9
9161.88,-12249.8,9168.45,-12249.4,9175.19,-12249.3,9118.21,-12290.6
9166.38,-12246.5,9172.96,-12246.2,9180.29,-12245.5,9122.72,-12287.4
9170.88,-12243.3,9178.05,-12242.4,9184.8,-12242.3,9127.23,-12284.1
9175.95,-12239.5,9182.56,-12239.2,9189.3,-12239.0,9131.74,-12280.9
9180.46,-12236.2,9187.07,-12235.9,9193.81,-12235.8,9136.24,-12277.7
9184.97,-12233.0,9191.58,-12232.7,9198.66,-12232.3,9140.75,-12274.4
9189.48,-12229.8,9196.37,-12229.1,9203.16,-12229.0,9145.26,-12271.2
9194.21,-12226.1,9200.87,-12225.9,9207.67,-12225.8,9149.76,-12267.9
9198.71,-12222.9,9205.38,-12222.6,9212.18,-12222.5,9154.27,-12264.7
9203.22,-12219.6,9209.9,-12219.4,9218.0,-12218.2,9158.78,-12261.4
9207.72,-12216.4,9215.7,-12215.1,9222.5,-12215.0,9163.29,-12258.2
9213.53,-12212.1,9220.21,-12211.8,9227.01,-12211.8,9167.8,-12255.0
9218.04,-12208.9,9224.72,-12208.6,9231.52,-12208.5,9172.31,-12251.7
9222.55,-12205.6,9229.23,-12205.4,9237.08,-12204.5,9176.82,-12248.5
9227.06,-12202.4,9234.77,-12201.3,9241.59,-12201.2,9181.33,-12245.2
9232.58,-12198.3,9239.28,-12198.0,9246.11,-12198.0,9185.85,-12242.0
9237.08,-12195.0,9243.8,-12194.8,9250.62,-12194.8,9190.36,-12238.8
9241.59,-12191.8,9248.32,-12191.6,9256.23,-12190.7,9194.88,-12235.5
9246.1,-12188.5,9253.91,-12187.4,9260.74,-12187.4,9199.41,-12232.3
9251.72,-12184.4,9258.42,-12184.2,9265.25,-12184.2,9203.93,-12229.1
9256.23,-12181.2,9262.94,-12181.0,9269.76,-12181.0,9208.46,-12225.9
9260.74,-12177.9,9267.46,-12177.8,9275.59,-12176.6,9212.99,-12222.7
9265.26,-12174.7,9273.27,-12173.4,9280.1,-12173.4,9335.56,-12133.5
9271.05,-12170.4,9277.77,-12170.2,9284.61,-12170.2,9340.08,-12130.3
9275.54,-12167.1,9282.27,-12167.0,9289.12,-12166.9,9344.6,-12127.0
9280.04,-12163.9,9286.78,-12163.7,9293.62,-12163.7,9349.12,-12123.8
9284.55,-12160.7,9291.29,-12160.5,9298.13,-12160.4,9355.43,-12119.0
9289.06,-12157.4,9295.81,-12157.3,9302.64,-12157.2,9359.92,-12115.7
9293.58,-12154.2,9300.33,-12154.0,9307.14,-12154.0,9364.41,-12112.4
9298.11,-12151.0,9304.85,-12150.8,9311.65,-12150.7,9368.89,-12109.2
9302.65,-12147.8,9309.38,-12147.6,9315.46,-12147.9,9375.4,-12104.6
9307.19,-12144.6,9312.77,-12144.5,9319.99,-12144.7,9379.92,-12101.3
9310.53,-12141.6,9317.3,-12141.2,9324.52,-12141.5,9384.43,-12098.1
9315.01,-12138.3,9321.83,-12138.0,9329.06,-12138.3,9388.94,-12094.9
9319.5,-12135.0,9326.37,-12134.8,9332.97,-12130.1,9394.96,-12090.6
9323.99,-12131.7,9330.62,-12127.1,9337.48,-12126.9,9399.48,-12087.3
9328.41,-12124.2,9335.13,-12123.8,9341.98,-12123.6,9403.99,-12084.1
9332.93,-12121.0,9339.65,-12120.6,9346.49,-12120.4,9408.13,-12081.1
9337.45,-12117.8,9344.17,-12117.4,9352.98,-12115.7,9412.63,-12077.8
9341.96,-12114.5,9350.76,-12112.7,9357.49,-12112.4,9417.14,-12074.6
9348.6,-12109.8,9355.29,-12109.5,9362.0,-12109.2,9421.63,-12071.3
9353.14,-12106.6,9359.82,-12106.3,9366.52,-12106.0,9426.13,-12068.1
9357.69,-12103.5,9364.36,-12103.1,9372.98,-12101.3,9430.62,-12064.8
9362.24,-12100.3,9370.73,-12098.3,9377.5,-12098.1,9435.1,-12061.5
9368.53,-12095.3,9375.24,-12095.0,9382.01,-12094.8,9439.58,-12058.3
9373.03,-12092.1,9379.76,-12091.8,9386.52,-12091.6,9444.06,-12055.0
9377.54,-12088.8,9384.28,-12088.6,9392.53,-12087.3,9448.53,-12051.7
9382.06,-12085.6,9390.28,-12084.2,9397.04,-12084.0,9453.0,-12048.4
9388.08,-12081.2,9394.78,-12081.0,9401.55,-12080.8,9457.46,-12045.1
9392.59,-12078.0,9399.29,-12077.7,9405.7,-12077.7,9461.92,-12041.8
9397.1,-12074.8,9403.44,-12074.7,9410.2,-12074.5,9466.38,-12038.5
9401.26,-12071.7,9407.95,-12071.4,9414.71,-12071.3,9470.83,-12035.2
9405.77,-12068.4,9412.46,-12068.2,9419.22,-12068.0,9475.28,-12031.9
9410.29,-12065.2,9416.98,-12065.0,9423.72,-12064.8,9479.72,-12028.5
9414.82,-12062.0,9421.51,-12061.8,9428.23,-12061.5,9484.15,-12025.2
9419.35,-12058.8,9426.04,-12058.6,9432.73,-12058.3,9484.15,-12025.2
9423.9,-12055.6,9430.58,-12055.4,9437.23,-12055.1,9484.15,-12025.2
9428.45,-12052.4,9435.13,-12052.2,9441.73,-12051.8,9484.15,-12025.2
9433.01,-12049.3,9439.68,-12049.0,9446.23,-12048.6,9484.15,-12025.2
9437.58,-12046.1,9444.24,-12045.8,9450.72,-12045.3,9484.15,-12025.2
9442.15,-12043.0,9448.8,-12042.7,9455.22,-12042.0,9484.15,-12025.2
9446.74,-12039.8,9453.37,-12039.5,9459.71,-12038.8,9484.15,-12025.2
9451.34,-12036.7,9457.95,-12036.4,9464.2,-12035.5,9484.15,-12025.2
9455.94,-12033.6,9462.53,-12033.2,9468.68,-12032.2,9484.15,-12025.2
9460.56,-12030.5,9467.13,-12030.1,9473.17,-12029.0,9484.15,-12025.2
9465.19,-12027.5,9471.73,-12027.0,9477.65,-12025.7,9484.15,-12025.2
9465.19,-12027.5,9476.33,-12023.9,9482.12,-12022.4,9484.15,-12025.2
9465.19,-12027.5,9476.33,-12023.9,9482.12,-12022.4,9484.15,-12025.2
9465.19,-12027.5,9476.33,-12023.9,9482.12,-12022.4,9484.15,-12025.2
